bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,
3583,The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle/Leslie S. Klinger,4.53,039305800X,9.78E+12,eng,907,2203,32,11-07-2005,W. W. Norton & Company,
14406,The Complete Lyrics of Cole Porter,Cole Porter/Robert Kimball/John Updike,4.53,306804832,9.78E+12,en-US,544,32,2,8/21/1992,Da Capo Press,
14913,The Complete Novels of Jane Austen  Vol 1: Sense & Sensibility/Pride & Prejudice/Mansfield Park,Jane Austen,4.53,679600264,9.78E+12,eng,898,254,22,09-05-1992,Modern Library,
15245,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,7171994,9.78E+12,eng,554,265,5,11-06-2003,HarperCollins Publishers Ltd,
15298,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,618574972,9.78E+12,en-US,508,1635,74,06-01-2005,Mariner Books,
15373,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,965307794,9.78E+12,eng,440,202,10,01-01-2001,Quality Paperback Book Club,
28395,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53,394711831,9.78E+12,en-US,1216,866,42,8/27/1982,Vintage,
28850,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien/Rob Inglis,4.53,788789848,9.78E+12,eng,16,3529,171,7/23/2001,Recorded Books  Inc.,
31389,Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53,736910190,9.78E+12,en-GB,166,14,1,07-01-2002,Harvest House Publishers,
32165,Cook's Illustrated 1995 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.53,964017938,9.78E+12,eng,232,15,1,12-01-1995,Cook's Illustrated,
35419,The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler/Peter  Jackson,4.53,345494768,9.78E+12,eng,362,1198,95,4/24/2007,Del Rey,
35475,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,4.53,933121261,9.78E+12,eng,442,185,8,11/22/1996,Black Classic Press,
40951,A History of the Life Sciences,Lois N. Magner/Magner,4.53,824708245,9.78E+12,en-US,514,15,2,8/13/2002,CRC Press,
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,9.78E+12,eng,192,14923,419,07-05-2005,VIZ Media LLC,
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,674990471,9.78E+12,eng,499,61,4,01-01-1985,Harvard University Press,
13674,The Life and Games of Mikhail Tal,Mikhail Tal/Iakov Damsky/Kenneth P. Neat,4.52,1857442024,9.78E+12,eng,496,442,24,07-01-1997,Everyman Chess,
25104,The Wake (The Sandman  #10),Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,4.52,1563892871,9.78E+12,eng,191,37038,767,09-03-1999,Vertigo,
26253,Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,4.52,674994884,9.78E+12,eng,464,27,3,01-01-1984,Loeb Classical Library 443,
26853,The Fate of Reason: German Philosophy from Kant to Fichte,Frederick C. Beiser,4.52,067429503X,9.78E+12,eng,410,118,8,10/15/1993,Harvard University Press,
30712,The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,4.52,141183020,9.78E+12,eng,560,164,17,1/18/2001,Penguin Books Ltd,
31998,鋼之鍊金術師 2,Hiromu Arakawa/荒川弘/方郁仁,4.52,9861146105,9.79E+12,zho,185,5,0,06-01-2004,東立,
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,9.78E+12,eng,1344,11208,1237,07-12-1975,Vintage,
2727,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,300115865,9.78E+12,eng,288,39,5,11-01-2006,Yale University Press,
6297,The Art of Howl's Moving Castle,Hayao Miyazaki/Yuji Oniki/Joe Hisaishi,4.51,1421500493,9.78E+12,eng,256,2874,76,07-01-2005,VIZ Media LLC,
8362,Animal: The Definitive Visual Guide to the World's Wildlife,David Burnie/Don E. Wilson,4.51,756616344,9.78E+12,eng,624,570,17,9/19/2005,DK,
8927,Sherlock Holmes and the Case of the Hound of the Baskervilles (Great Illustrated Classics),Malvina G. Vogel/Arthur Conan Doyle,4.51,1596792507,9.78E+12,en-US,237,33,1,01-01-2005,Abdo Publishing Company,
15221,The Lord of the Rings: The Two Towers: Visual Companion,Jude Fisher/Viggo Mortensen,4.51,618258027,9.78E+12,eng,72,4524,23,11-06-2002,Houghton Mifflin Harcourt,
18812,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,691014523,9.78E+12,eng,416,118,15,11/21/1988,Princeton University Press,
22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,1401202179,9.78E+12,eng,144,10308,184,06-01-2004,Vertigo,
23319,Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins,4.51,971500746,9.78E+12,eng,407,461,29,6/28/2006,Veritas Publishing,
23598,The J.R.R. Tolkien Companion and Guide  Volume 1: Chronology,Christina Scull/Wayne G. Hammond,4.51,618391029,9.78E+12,eng,1002,40,2,11-02-2006,Houghton Mifflin Harcourt,
25869,Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi/Dick Davis/Azar Nafisi,4.51,143104934,9.78E+12,eng,886,246,21,03-01-2007,Penguin,
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618517650,9.78E+12,eng,1184,1710,91,10/21/2004,Houghton Mifflin Harcourt,
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,4.5,618260587,9.78E+12,en-US,1216,1618,140,10-01-2002,Houghton Mifflin Harcourt,
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,618510826,9.78E+12,eng,224,359,6,11/15/2004,Houghton Mifflin Harcourt,
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,307264874,9.78E+12,eng,1122,1564,108,10/17/2006,Everyman's Library,
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9.78E+12,eng,192,111091,1427,05-03-2005,VIZ Media LLC,
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,189031823X,9.78E+12,eng,125,26,4,02-11-2019,St. Augustines Press,
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,141000589,9.78E+12,eng,1808,578,25,11-07-2002,Viking,
1419,The Complete Works,William Shakespeare,4.5,517092948,9.78E+12,eng,1248,62,6,10/13/1991,Gramercy,
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,9.78E+12,eng,34,2,0,1/30/1989,Bryn Mawr Commentaries,
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,1883011078,9.78E+12,eng,1199,1324,66,10-01-1995,Library of America,
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618574999,9.78E+12,en-US,1438,232,9,06-01-2005,Mariner Books,
2731,Advanced Global Illumination,Philip Dutre,4.5,1568813074,9.78E+12,eng,366,17,2,8/30/2006,A K PETERS,
4812,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,964432900,9.78E+12,eng,437,10,2,10-01-1996,Collection of Historical Scientific Instruments,
4964,Love You Until--,Lisa McCourt/Cyd Moore,4.5,809166585,9.78E+12,eng,32,4,0,12-03-2005,Paulist Press,
5898,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,7136587,9.78E+12,eng,1200,682,43,9/16/2002,Not Avail,
7353,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,1402516274,9.78E+12,eng,56,151,16,2/22/2002,Recorded Books  Inc.,
8428,Insects & Spiders,David Burnie,4.5,783548818,9.78E+12,eng,64,4,0,5/24/1999,Time Life Medical,
11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,842386882,9.78E+12,en-US,400,12509,271,07-01-2004,Tyndale House Publishers,
12240,The Play Soldier,Chet Green,4.5,159113644X,9.78E+12,eng,328,2,2,5/22/2011,Booklocker.com  Inc.,
12256,The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson,4.5,856686271,9.78E+12,grc,224,4,1,12-01-1996,Aris and Phillips,
13551,From Far Away  Vol. 14,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.5,142150541X,9.78E+12,eng,208,986,37,01-09-2007,VIZ Media,
15369,The Lord of the Rings,J.R.R. Tolkien/Brian Sibley/Michael Bakewell/Stephen  Oliver/Ian Holm/Michael Hordern/Robert Stephens/John Le Mesurier/Peter Woodthorpe/Gerard  Murphy/Hugh Dickson/Peter Vaughan/Peter Howell,4.5,563494859,9.78E+12,eng,15,2,0,10-06-2003,BBC Audiobooks,
15407,The Lord of the Rings Millennium Edition Boxed Set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618037667,9.78E+12,eng,1472,120,5,10-10-1999,Houghton Mifflin,
17292,Mission: Where's June? (Disney's Little Einstein),Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi,4.5,786855398,9.78E+12,eng,24,12,1,04-05-2006,Disney Press,
18519,The Diary of Virginia Woolf  Volume Five: 1936-1941,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.5,156260409,9.78E+12,eng,424,231,8,9/30/1985,Mariner Books,
20323,The Penguin Companion to European Literature,Anthony Thorlby,4.5,140510354,9.78E+12,eng,907,1,0,5/30/1969,Penguin Books,
21248,Lake Orion (Images of America: Michigan),James E. Ingram/Lori Grove,4.5,738539562,9.78E+12,eng,128,1,0,7/19/2006,Arcadia Publishing,
25685,An Odyssey in Learning and Perception,Eleanor J. Gibson,4.5,026257103X,9.78E+12,eng,654,0,0,02-03-1994,Bradford Book,
28173,On Vital Reserves,William  James/Stephen Vicchio,4.5,870611518,9.78E+12,eng,58,3,1,04-01-1988,Christian Classics,
31992,鋼之鍊金術師 1,Hiromu Arakawa/荒川弘/方郁仁,4.5,9861146091,9.79E+12,zho,183,9,1,06-01-2004,東立,
32498,John Grisham Value Collection: A Time to Kill  The Firm  The Client,John Grisham/Michael Beck/Blair Brown/D.W. Moffett,4.5,739312642,9.78E+12,eng,0,476,9,06-01-2004,Random House Audio,
33557,Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,4.5,1932382720,9.78E+12,eng,48,8,0,3/15/2005,IDW Publishing,
35428,The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur,4.5,811848833,9.78E+12,eng,320,60,2,9/29/2005,Chronicle Books,
36399,Children's Christmas Stories and Poems: In Easy-to-Read Type,Bob Blaisdell/Pat Ronson Stewart,4.5,486286568,9.78E+12,eng,96,2,0,11/17/2011,Dover Publications,
37051,鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),Hiromu Arakawa,4.5,4757506201,9.78E+12,jpn,180,56,10,1/20/2002,ガンガンコミックス,
39707,Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,4.5,670839353,9.78E+12,eng,274,8,1,07-01-1991,Viking,
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,4.5,520246330,9.78E+12,en-GB,456,10,2,11-01-2005,University of California Press,
41404,The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,4.5,718128826,9.78E+12,eng,290,1,0,10-01-1990,Michael Joseph Ltd./Penguin Books Ltd.,
41590,Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,1578066107,9.78E+12,eng,247,2,0,2/20/2004,University Press of Mississippi,
42054,The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,4.5,1903436613,9.78E+12,eng,1347,122,7,07-05-2001,Arden Shakespeare,
43390,1968: War and Democracy,Eugene J. McCarthy/Christopher Hitchens,4.5,1883477379,9.78E+12,eng,246,2,1,9/23/2000,Lone Oak Press,
2,Harry Potter and the Order of the Phoenix (Harry Potter  #5),J.K. Rowling/Mary GrandPré,4.49,439358078,9.78E+12,eng,870,2153167,29221,09-01-2004,Scholastic Inc.,
9735,Ender's Game Boxed Set: Ender's Game  Ender's Shadow  Shadow of the Hegemon,Orson Scott Card,4.49,765344955,9.78E+12,en-US,1296,1795,60,9/16/2002,Tor Books,
10147,The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle/Kyle Freeman,4.49,1593080344,9.78E+12,eng,709,26794,278,09-01-2003,Barnes  Noble Classics,
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,446579629,9.78E+12,eng,640,718,36,10-10-2006,FaithWords,
15876,Harry Potter y la Orden del Fénix (Harry Potter  #5),J.K. Rowling,4.49,8478888845,9.79E+12,spa,893,5637,458,2/21/2004,Emece Editores,
17950,Obra Poética,Jorge Luis Borges,4.49,9500426161,9.79E+12,spa,645,50,3,06-01-2005,Emecé Editores,
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,141180366,9.78E+12,eng,374,181,43,10-02-2003,Penguin,
25744,Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,4.49,1931082618,9.78E+12,eng,832,63,8,07-08-2004,Library of America,
27550,Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,156007088,9.78E+12,en-US,496,2052,253,10/18/1999,Mariner Books,
32503,The Harry Bosch Novels  Volume 2: The Last Coyote / Trunk Music / Angels Flight (Harry Bosch  #4-6),Michael Connelly,4.49,316614564,9.78E+12,eng,821,2026,27,11-03-2003,Little  Brown and Company,
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,764804944,9.78E+12,eng,256,29,2,05-10-1999,Liguori Publications,
32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,895941414,9.78E+12,en-GB,190,12105,568,06-01-1984,Crossing Press,
34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9.78E+12,eng,864,505,63,11-10-2000,Simon & Schuster,
5310,The Life and Times of Scrooge McDuck Companion,Don Rosa,4.48,1888472405,9.78E+12,eng,208,959,22,9/19/2006,Gemstone Publishing,
13550,From Far Away  Vol. 13,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.48,1421505401,9.78E+12,eng,208,897,17,11/14/2006,VIZ Media,
13562,彼方から 13,Kyoko Hikawa,4.48,4592175433,9.78E+12,jpn,178,19,0,08-10-2002,Hakusen Sha,
14345,Rain of Gold,Victor Villaseñor,4.48,038531177X,9.78E+12,eng,576,5880,618,09-01-1992,Delta,
15826,Bird Songs: Of North America,Les Beletsky/Jon L. Dunn,4.48,1932855416,9.78E+12,eng,368,273,30,9/28/2006,Chronicle Books,
16374,The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,743203585,9.78E+12,eng,701,1872,106,11-01-2000,Simon & Schuster,
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,156508877,9.78E+12,eng,576,96,2,9/30/1982,Mariner Books,
19803,The Last Lion 2: Winston Spencer Churchill: Alone  1932-40,William Manchester,4.48,316545120,9.78E+12,eng,756,240,27,10/28/1988,Little  Brown & Company,
21200,More Classic Italian Cooking,Marcella Hazan,4.48,345314034,9.78E+12,eng,465,64,3,07-12-1984,Ballantine Books,
23809,The Silence of the Lambs and Red Dragon,Thomas  Harris,4.48,1850522316,9.78E+12,eng,534,293,9,11-01-1991,Peerage Books,
31819,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,David Baggett/Shawn E. Klein,4.48,812694554,9.78E+12,eng,243,11422,78,09-10-2004,Open Court,
36203,Sweet Rosie O'Grady,Joan Jonker,4.48,747253749,9.78E+12,eng,416,128,8,3/13/1997,Headline,
41363,For Keeps: 30 Years at the Movies,Pauline Kael,4.48,452273080,9.78E+12,eng,1312,373,18,09-01-1996,Plume,
44972,Bob Marley - Songs of Freedom,Bob Marley,4.48,793536693,9.78E+12,eng,200,16,1,12-01-1995,Hal Leonard Publishing Corporation,
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,9.78E+12,eng,157,14,0,12-01-1991,Prometheus Books,
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,067499566X,9.78E+12,mul,464,30,4,09-01-1998,Loeb Classical Library,
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,1883011086,9.78E+12,eng,1076,1107,48,10-01-1995,Library of America,
3357,Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,613359607,9.78E+12,spa,254,142,12,03-06-2001,Turtleback Books,
3581,Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,553212419,9.78E+12,eng,1059,24087,554,8/26/1986,Bantam Classics,
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,140003292X,9.78E+12,eng,548,10580,118,8/18/2005,Vintage Classics,
7351,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley/Ian McKellen,4.47,618260226,9.78E+12,eng,192,8051,34,11-06-2002,Mariner Books,
9223,Teaching Classical Ballet,John               White,4.47,081301395X,9.78E+12,eng,200,15,1,4/20/1996,University Press of Florida,
9498,Beauty: The Invisible Embrace,John O'Donohue,4.47,60957263,9.78E+12,en-US,261,678,78,03-01-2005,Harper Perennial,
10148,The Complete Sherlock Holmes  Volume II,Arthur Conan Doyle/Kyle Freeman,4.47,1593080409,9.78E+12,eng,709,874,57,10-01-2003,Barnes  Noble Classics,
11565,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,4.47,1587671409,9.78E+12,eng,281,291,7,10/30/2006,Cemetery Dance Publications,
12375,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley,4.47,847826694,9.78E+12,eng,416,182,11,11-04-2008,Rizzoli,
15740,Seabiscuit: The Saga of a Great Champion,B.K. Beckwith/Howard Brodie/Grantland Rice,4.47,1594160007,9.78E+12,eng,64,22,0,08-01-2004,Westholme Publishing,
15880,Harrius Potter et Philosophi Lapis,J.K. Rowling/Peter Needham,4.47,1582348251,9.78E+12,lat,249,195,24,07-07-2003,Bloomsbury,
16546,Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,395606489,9.78E+12,eng,102,531,14,10-01-1992,Houghton Mifflin,
17341,The Collected Letters of C.S. Lewis  Volume 3: Narnia  Cambridge  and Joy  1950 - 1963,C.S. Lewis/Walter Hooper,4.47,60819227,9.78E+12,eng,1840,144,16,01-09-2007,HarperOne,
22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,1563899531,9.78E+12,eng,140,9963,90,04-01-2003,Vertigo,
23785,The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,393048853,9.78E+12,eng,1060,222,12,01-03-2006,W. W. Norton & Company,
25103,World's End (The Sandman  #8),Neil Gaiman/Mike Allred/Gary Amaro/Mark Buckingham/David Giordano/Tony Harris/Steve Leialoha/Vince Locke/Shea Anton Pensa/Alec Stevens/Bryan Talbot/John Watkiss/Todd Klein/Michael Zulli/Stephen King,4.47,1563891700,9.78E+12,eng,160,36629,675,7/16/1999,Vertigo,
33868,In Cahootz: Sequel to Hoodwinked,Quentin Carter,4.47,977880435,9.78E+12,eng,243,499,11,10-01-2006,Triple Crown Publications,
34318,Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,4.47,786222727,9.78E+12,eng,424,147,13,11-12-1999,Thorndike Press Large Print,
35578,The Beatles Complete - Updated Edition,The Beatles,4.47,881885959,73999960822,eng,303,64,0,12-01-1986,Hal Leonard Publishing Corporation,
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,4.47,1401204104,9.78E+12,eng,224,19,2,08-01-2005,DC Comics,
38786,Juan Rulfo's Mexico,Juan Rulfo/Carlos Fuentes/Margo Glantz/Jorge Alberto Lozoya/Eduardo Rivero/Víctor Jiménez/E. Billeter,4.47,158834097X,9.78E+12,eng,223,41,3,8/17/2002,Smithsonian Books,
43504,Harry Potter and the Philosopher's Stone (Harry Potter  #1),J.K. Rowling,4.47,158234681X,9.78E+12,gla,250,11,0,07-01-2010,Bloomsbury USA Childrens,
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,800793617,9.78E+12,eng,192,860,53,09-01-2003,Chosen Books,
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9.78E+12,eng,192,34,6,4/28/2003,Sovereign World,
5488,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,375413316,9.78E+12,eng,1313,3347,245,10/16/2001,Everyman's Library,
5931,The Essential Neruda: Selected Poems,Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner,4.46,872864286,9.78E+12,eng,200,5149,210,04-01-2004,City Lights Publishers,
5937,Love,Pablo Neruda,4.46,786881488,9.78E+12,eng,43,1333,68,6/16/1995,Miramax Books,
11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,84386874,9.78E+12,eng,344,12550,201,3/22/2004,Tyndale House Publishers,
13493,JoJo's Bizarre Adventure  Vol. 8 (Stardust Crusaders  #8),Hirohiko Araki,4.46,1421510790,9.78E+12,eng,208,303,5,08-07-2007,VIZ Media,
14981,Labyrinths: Selected Stories and Other Writings,Jorge Luis Borges/James E. Irby/Donald A. Yates/André Maurois,4.46,141184841,9.78E+12,eng,287,934,82,9/28/2000,Penguin,
